Ercic, Emilija   (YUG)
Erckrath de Bary, Jacob   (GER)
Erdei, Zsolt   (HUN)
Erdman, Allan   (URS)
Erdmann, Susi   (GER)
Erdõdy, Imre   (HUN)
Erdõs, Éva   (HUN)
Erdõs, Sándor   (HUN)
Eremia, Alexandra   (ROM)
Erenberg, Philip   (USA)
Ereng, Paul   (KEN)
Erhardt, Carl   (GBR)
Erhorn, Klaus   (FRG)
Erichsen, Leif   (NOR)
Ericksen, Charles   (USA)
Erickson, Stephen   (USA)
Ericson, Bo   (SWE)
Ericsson, Filip   (SWE)
Ericsson, Gideon   (SWE)
Ericsson, Ingela   (SWE)
Ericsson, Olle   (SWE)
Ericsson, Sigge   (SWE)
Ericsson, Sture   (SWE)
Eriksen, Åge Ingvar   (NOR)
Eriksen, Ann Cathrin   (NOR)
Eriksen, Hanne   (DEN)
Eriksen, Harald   (NOR)
Eriksen, Ingvald   (DEN)
Eriksen, Ivar   (NOR)
Eriksen, Jens   (DEN)
Eriksen, Johannes   (DEN)
Eriksen, Lars-Erik   (NOR)
Eriksen, Marius   (NOR)
Eriksen, Nils   (NOR)
Eriksen, Stein   (NOR)
Erikson, Oscar   (SWE)
Eriksson, Agneta   (SWE)
Eriksson, Anna-Lisa   (SWE)
Eriksson, Bengt   (SWE)
Eriksson, Gösta   (SWE)
Eriksson, Gunnar   (SWE)
Eriksson, Håkan   (SWE)
Eriksson, Harald   (SWE)
Eriksson, Henry   (SWE)
Eriksson, Jan   (SWE)
Eriksson, Lars-Börje   (SWE)
Eriksson, Mauritz   (SWE)
Eriksson, Niklas   (SWE)
Eriksson, Peter   (SWE)
Eriksson, Peter   (SWE)
Eriksson, Sven   (SWE)
Eriksson, Thomas   (SWE)
Eriksson, Tore   (SWE)
Erkan, Yasar   (TUR)
Erker, August   (USA)
Ermakova, Anastasia   (RUS)
Ermakova, Oxana   (RUS)
Ermenault, Philippe   (FRA)
Ernesto Sosa, José   (ARG)
Ernsting-Krienke, Nadine   (GER)
Erõdy, Béla   (HUN)
Eroglu, Seref   (TUR)
Errath, Christine   (GDR)
Errichiello, Giovanni   (ITA)
Erstad, Jacob   (NOR)
Ertl, Martina   (GER)
Eruzione, Mike   (USA)
Ervin, Anthony   (USA)
Erychov, Alexandre   (RUS)
Esanu, Nicusor   (ROM)
Escarré, Juan   (ESP)
Escher, Gitta   (GDR)
Eschert, Jürgen   (GDR)
Escobar, Sergi   (ESP)
Escude, Xavier   (ESP)
Escuredo, Jose   (ESP)
Eskitzoglou, Odysseus   (GRE)
Eskola, Lauri   (FIN)
Esmie, Robert   (CAN)
Esparza, Gabriel   (ESP)
Espeseth, Gro   (NOR)
Espeseth, Robert   (USA)
Espinola, Carlos   (ARG)
Espinosa, Paola   (MEX)
Espinoza, Maria   (MEX)
Esposito, Frank   (FRA)
Esquer, Salvador   (ESP)
Esquivel, Celso   (PAR)
Ess, Emile   (SUI)
Esselstyn, Caldwell   (USA)
Esser, Hans   (GER)
Esser, Rius   (NED)
Esser, Roswitha   (FRG)
Estanguet, Patrice   (FRA)
Estanguet, Tony   (FRA)
Esteban, José   (ESP)
Estenstad, Magnar   (NOR)
Estes, Ellen   (USA)
Estiarte, Manuel   (ESP)
Estil, Frode   (NOR)
Estman, George   (SAF)
Estner, Hans   (FRG)
Estrada, José   (CUB)
Estrada, Victor   (MEX)
Etame Mayer, Lauren   (CMR)
Etcheberry, Jean   (FRA)
Etchegaray,    (FRA)
Etchen, Fred   (USA)
Etcher, Fred   (CAN)
Etherington-Smith, Raymond   (GBR)
Ethridge, Kamie   (USA)
Eto, Masaki   (JPN)
Eto'o Fils, Samuel   (CMR)
Etxaburu, Aitor   (ESP)
Etzel, Ed   (USA)
Eugster, Hans   (SUI)
EunChul, Park   (KOR)
Evangelisti, Giovanni   (ITA)
Evans, Bill   (USA)
Evans, Clay   (CAN)
Evans, Dwayne   (USA)
Evans, Gwynne   (USA)
Evans, Janet   (USA)
Evans, Jay   (USA)
Evans, Lee   (USA)
Evans, Llewellyn   (GBR)
Evans, Mark   (CAN)
Evans, Michael   (AUS)
Evans, Michael   (CAN)
Evans, Michael   (USA)
Evans, Peter   (AUS)
Evans, Ralph   (GBR)
Evans, Ralph   (USA)
Evans, Raymond   (AUS)
Evans, Stephen   (AUS)
Evans, Sydney   (GBR)
Evaristo, Juan   (ARG)
Eve, Dick   (AUS)
Even, André   (FRA)
Evensen, Bæla   (NOR)
Evensen, Erling   (NOR)
Evenson, Thomas   (GBR)
Evéquoz, Guy   (SUI)
Evéquoz, Jean-Blaise   (SUI)
Everett, Adam   (USA)
Everett, Danny   (USA)
Everett, Douglas   (USA)
Everitt, Arthur   (GBR)
Everlund, Gurli   (SWE)
Evers, Floris   (NED)
Evers, Meike   (GER)
Evers-Swindell, Carolina   (NZL)
Evers-Swindell, Georgina   (NZL)
Everts, Sabine   (FRG)
Every, Dernell   (USA)
Evglevskaya, Lolita   (BLR)
Evora, Nelson   (POR)
Evstyukhina, Nadezda   (RUS)
Ewell, Barney   (USA)
Ewing, Patrick   (USA)
Ewing, Samuel   (USA)
Ewing, Walter   (CAN)
Ewry, Ray   (USA)
Exley, John   (USA)
Exshaw, William   (GBR)
Eyser, George   (USA)
Ezenwa, Ikechukwu   (NGR)
Ezhova, Liudmila   (RUS)
Ezinwa, Davidson   (NGR)
Ezzine, Ali   (MAR)
Faber, Eli   (DEN)
Faber, Patrick   (NED)
Fábián, Dezsõ   (HUN)
Fábián, László   (HUN)
Fábián, László   (HUN)
Fabián Monzón, Luciano   (ARG)
Fabila, Juan   (MEX)
Fabra, Ignazio   (ITA)
Fabregas, Alex   (ESP)
Fábregas, Francisco   (ESP)
Fabris, Enrico   (ITA)
Facchin, Andrea   (ITA)
Facciani, Cesare   (ITA)
Fach, Holger   (FRG)
Fadejevs, Aigars   (LAT)
Fadeyeva, Mariya   (URS)
Fadzayev, Arsen   (URS)
Faehlmann, Georg   (EST)
Færk Christensen, Michael   (DEN)
Færstad, Harald   (NOR)
Fafinski, Jacek   (POL)
Fager, August   (USA)
Faggi, Franco   (ITA)
Faggin, Leandro   (ITA)
Faggs, Mae   (USA)
Fagone, Orazio   (ITA)
Fahlborg, Tage   (SWE)
Fahlkvist, Bengt   (SWE)
Fahlman, Sven   (SWE)
Fähnrich, Gabriele   (GDR)
Fahr, Otto   (GER)
Fahrner,    (SUI)
Fahrner, Thomas   (FRG)
Failliot, Pierre   (FRA)
Fair, Lorrie   (USA)
Fairbairn, George   (GBR)
Fairbrother, Nicola   (GBR)
Fairhurst, Suzanne   (AUS)
Fairweather, Simon   (AUS)
Faivre-Pierret, Didier   (FRA)
Fajardo, Demisse   (PER)
Fajfric, Petar   (YUG)
Falavigna, Natalia   (BRA)
Falbo Ferreira, André   (BRA)
Falca, Marinella   (ITA)
Falcão, Nelson   (BRA)
Falch, Osvald   (NOR)
Falch-Lund, Eilert   (NOR)
Falck, Hildegard   (FRG)
Falck, Ismo   (FIN)
Falcke, George   (DEN)
Falco, Ennio   (ITA)
Falcon, Rodolfo   (CUB)
Faletic, Dana   (AUS)
Faletic, Dana   (AUS)
Falk, Paul   (FRG)
Falk, Ria   (FRG)
Falkanger, Torbjørn   (NOR)
Falkenberg, Otto   (NOR)
Falkum-Hansen, Børre   (NOR)
Fall, David   (USA)
Fallon, Trish   (AUS)
Falta, Ladislav   (CZE)
Famose, Annie   (FRA)
Fan , Bin   (CHN)
Fan , Hongbin   (CHN)
Fan , Yunjie   (CHN)
Fanetti, Felice   (ITA)
Fanghänel, Jürgen   (GDR)
Fanshawe, Richard   (GBR)
Fantoni, Guido   (ITA)
Faragó, Lajos   (HUN)
Faragó, Tamás   (HUN)
Färber, Hans-Johann   (FRG)
Farda, Richard   (CZE)
Fardelle,    (FRA)
Fargis, Joe   (USA)
Farina, Gianluca   (ITA)
Farkas, Agnes   (HUN)
Farkas, Andrea   (HUN)
Farkas, Imre   (HUN)
Farkas, János   (HUN)
Farkas, Péter   (HUN)
Farmer-Horn, Kenneth   (CAN)
Farmer-Patrick, Sandra   (USA)
Farnam, Robert   (USA)
Farquharson, Hugh   (CAN)
Farrell, Franklin   (USA)
Farrell, Jeffrey   (USA)
Farrell, John   (USA)
Farrell, Thomas   (USA)
Farrell-Garard, Renita   (AUS)
Farrington, Sloan   (BAH)
Farrish, Linn   (USA)
Farstad, Sverre   (NOR)
Fäs, Rolf   (SUI)
Fasala, Gregory   (AUS)
Fasel, Charles   (SUI)
Fasser, Ekkehard   (SUI)
Fässler, Marcel   (SUI)
Fässler, Paul   (SUI)
Faßnacht, Hans   (FRG)
Fast, Ernst   (SWE)
Fastrich, Hanns-Henning   (FRG)
Fasuba, Olusoji   (NGR)
Fatér, Károly   (HUN)
Fattori, Bruno   (ITA)
Fatusi, Teslim   (NGR)
Fauche, Daniel   (FRA)
Fauconnier, Fernand   (FRA)
Faulds, Richard   (GBR)
Faulkner, David   (GBR)
Fauner, Silvio   (ITA)
Fauntz, Jane   (USA)
Faure, Maurice   (FRA)
Fauvel, Pascal   (FRA)
Favier,    (FRA)
Favre, Willy   (SUI)
Fawcett, Joy   (USA)
Fayad, Mahmoud   (EGY)
Faye, Johann   (NOR)
Faye, René   (FRA)
Fazekas, László   (HUN)
Fazio, Federico   (ARG)
Fazio, Joseph   (AUS)
Fazlic, Jasna   (YUG)
Feary, Frederick   (USA)
Feddersen, Victor   (DEN)
Fedenko, Oleksandr   (UKR)
Federer, Roger   (SUI)
Federschmidt, Erich   (USA)
Federschmidt, Franz   (USA)
Fedkin, Yuri   (URS)
Fedoriva, Aleksandra   (RUS)
Fedorov, Alexander   (RUS)
Fedorov, Sergei   (RUS)
Fedorovtsev, Sergeij   (RUS)
Fedoryshyn, Vasyl   (UKR)
Fedoseyev, Oleg   (URS)
Fedotkina, Svetlana   (RUS)
Fedotova, Irina   (RUS)
Fedtchouk, Andri   (UKR)
Fedyukin, Anatoly   (URS)
Fee, Raymond   (USA)
Feeney, Carol   (USA)
Fehér, Anna   (HUN)
Fei, Alessandro   (ITA)
Fei, Cheng   (CHN)
Feierabend, Fritz   (SUI)
Fein, Robert   (AUT)
Feistmantl, Josef   (AUT)
Feith, Constant   (NED)
Feklistova, Maria   (RUS)
Felber, Alfred   (SUI)
Feldbauer, Max   (GER)
Felder, Andreas   (AUT)
Félip,    (ESP)
Felisiak, Robert   (GER)
Felix, Allyson   (USA)
Felix, Sylviane   (FRA)
Felkai, László   (HUN)
Felke, Petra   (GDR)
Fell, Heather   (GBR)
Fellay, Raymond   (SUI)
Felle, Ernst   (GER)
Feltscher-Beeli, Binia   (SUI)
Fendt, Josef   (FRG)
Feng , Kai   (CHN)
Feng , Kun   (CHN)
Feng, Wang   (CHN)
Fengzhen, Pan   (CHN)
Fenning, John   (GBR)
Fénouil, Gérard   (FRA)
Fenson, Pete   (USA)
Fenton, Dennis   (USA)
Fenyvesi, Csaba   (HUN)
Feofanov, Yevgeny   (URS)
Feofanova, Svetlana   (RUS)
Ferencz, Károly   (HUN)
Fergerson, Mable   (USA)
Ferguson, Cathy   (USA)
Ferguson, Debbie   (BAH)
Ferguson, Ian   (NZL)
Ferguson, James   (USA)
Feri, Attila   (HUN)
Ferm, Björn   (SWE)
Fernandes, Jorge   (BRA)
Fernandes, Lawrie   (IND)
Fernandes, Mervyn   (IND)
Fernandes, Peter   (BIN)
Fernandes, Vanessa   (POR)
Fernandez, Abelardo   (ESP)
Fernandez, Ana   (CUB)
Fernandez, Armando   (FRG)
Fernandez, Francisco Javier   (ESP)
Fernandez, Gabriel   (ARG)
Fernandez, Gigi   (USA)
Fernandez, Isabelle   (ESP)
Fernandez, Jaime   (AUS)
Fernandez, Jérôme   (FRA)
Fernandez, Juan   (ESP)
Fernandez, Lisa   (USA)
Fernandez, Mary-Joe   (USA)
Fernandez, Xavier   (ESP)
Fernández, Blanca   (ESP)
Fernández, Francisco   (ESP)
Fernández, Jesús   (ESP)
Fernández, Lorenzo   (URU)
Fernández, Osvaldo   (CUB)
Fernández, Raúl   (MEX)
Fernández, Rudy   (ESP)
Ferneck, Christine   (GER)
Ferner, Finn   (NOR)
Ferner, Johan   (NOR)
Ferns, Lyndon   (RSA)
Feroz, Wasim   (PAK)
Ferrari, Giancarlo   (ITA)
Ferrari, Jean-Noel   (FRA)
Ferrari, Maria Paz   (ARG)
Ferrari, Matteo   (ITA)
Ferrari, Roberto   (ITA)
Ferrari, Roberto   (ITA)
Ferrari , Gillian   (CAN)
Ferrario, Ruggerio   (ITA)
Ferraris, Roberto   (ITA)
Ferrazzi, Pierpaolo   (ITA)
Ferreira, André Luiz   (BRA)
Ferreira, Manuel   (ARG)
Ferreira, Marcelo   (BRA)
Ferreira, Wayne   (RSA)
Ferreira da Silva, Adhemar   (BRA)
Ferrell, Barbara   (USA)
Ferrer, Albert   (ESP)
Ferrer, Juan   (CUB)
Ferrer Salat, Beatriz   (ESP)
Ferretti, Massimiliano   (ITA)
Ferris, Elizabeth   (GBR)
Ferris, John   (USA)
Ferris, Michelle   (AUS)
Ferris, Samuel   (GBR)
Ferro, Cosimo   (ITA)
Ferron,    (ESP)
Ferry, Edward   (USA)
Ferslev, Parmo   (DEN)
Ferstl, Eberhard   (FRG)
Ferstl, Karl   (AUT)
Féry, Gaston   (FRA)
Feryabnikova, Nelli   (URS)
Fesenko, Sergey   (URS)
Fesinger, Edouard   (BEL)
Fetisov, Vyacheslav   (URS)
Fetzer, Brigitte   (GDR)
Fetzner, Steffen   (GER)
Feuerbach, Leon   (USA)
Feyaerts, Fernand   (BEL)
Feyerick, Ferdinand   (BEL)
Ffrost, Nick   (AUS)
Fiat, Gheorghe   (ROM)
Fibingerová, Helena   (CZE)
Fichtel-Mauritz, Anja   (FRG)
Fick, Sigrid   (SWE)
Fickeisen, Otto   (GER)
Fickeisen, Rudolf   (GER)
Ficker, Peter   (BRA)
Fiddes, Frank   (CAN)
Fidel, László   (HUN)
Fidjestøl, Ole Gunnar   (NOR)
Fiedler, Ellen   (GDR)
Fiedler, Jens   (GER)
Fiedler, Jörg   (GER)
Fiedler, Wolfram   (GDR)
Field,    (FRA)
Field-Richard, John   (GBR)
Fields, Jackie   (USA)
Fields, William   (USA)
Fiems, Joseph   (BEL)
Fierens, André   (BEL)
Fierens, Louis   (BEL)
Fifer, Jim   (USA)
Figini, Michela   (SUI)
Figone, Guido   (ITA)
Figueredo, Alfredo   (CUB)
Figueredo, Diego   (PAR)
Figueroa, Gary   (USA)
Figueroa, Roberto   (URU)
Figuerola, Enrique   (CUB)
Figues, Solenne   (FRA)
Fikotová, Olga   (CZE)
Filatov, Sergey   (URS)
Filatov, Yury   (URS)
Filatova, Mariya   (URS)
Filbrich, Jens   (GER)
Filimonov, Sergey   (KAZ)
Filipova, Nadezhda   (URS)
Filipova, Nadya   (BUL)
Filipovic, Filip   (SRB)
Filippi, Alessia   (ITA)
Filippini, André   (SUI)
Filippov, Dmitry   (RUS)
Filleul, Philip   (GBR)
Finch, Jennie   (USA)
Findlay, Conn   (USA)
Finet,    (BEL)
Finger, Karsten   (GER)
Fingleson, Gavin   (AUS)
Fink, Rudi   (GDR)
Finlay, Donald   (GBR)
Finlay, Mervyn   (AUS)
Finlayson, Colin   (CAN)
Finn, Charles   (USA)
Finnegan, Chris   (GBR)
Finnegan, George   (USA)
Finneran, Sharon   (USA)
Fioravanti, Domenico   (ITA)
Fiorillo, Mario   (ITA)
Firova, Tatiana   (RUS)
Firsov, Anatoly   (URS)
Fischer, Birgit   (GER)
Fischer, Carsten   (FRG)
Fischer, Fanny   (GER)
Fischer, Fritz   (FRG)
Fischer, Gustav   (SUI)
Fischer, Heike   (GER)
Fischer, Heinrich   (SUI)
Fischer, Marcel   (SUI)
Fischer, Sven   (GER)
Fischer, Volker   (FRG)
Fish, Eric   (CAN)
Fish, George   (USA)
Fish, Jennifer   (USA)
Fish, Mardy   (USA)
Fish, Maree   (AUS)
Fisher, Frank   (CAN)
Fisher, Hugh   (CAN)
Fisher, Morris   (USA)
Fisher, William   (GBR)
Fisk, Sari   (FIN)
Fiske, Billy   (USA)
Fison, William   (GBR)
Fisseux, Emile   (FRA)
Fissler, George   (USA)
Fitch, Al   (USA)
Fitch, Horatio   (USA)
Fitschen, Doris   (GER)
Fitting, Willy   (SUI)
Fitz-James, Hernando   (ESP)
Fitz-James, Jacobo   (ESP)
Fitzgerald, John   (USA)
Fitzgerald, Joseph   (USA)
Fitzgerald, Robert   (USA)
Fitzgerald-Brown, Benita   (USA)
Fitzpatrick, James   (USA)
FitzRandolph, Casey   (USA)
Fiúza, Joaquim   (POR)
Fivian, Ernst   (SUI)
Fix, Oliver   (GER)
Fjeldheim, Nils   (NOR)
Fjerdingen, Khristian   (NOR)
Flach, Kenneth   (USA)
Flach, Thomas   (GDR)
Flacher, Raymond   (FRA)
Flachmeier, Laurie   (USA)
Flack, Teddy   (AUS)
Flaim, Eric   (USA)
Flamand, Firmin   (BEL)
Flameng, Léon   (FRA)
Flament, Didier   (FRA)
Flament, Léon   (BEL)
Flanagan, James   (USA)
Flanagan, Jeanne   (USA)
Flanagan, John   (USA)
Flanagan, Pat   (USA)
Flanagan, Ralph   (USA)
Flanagan, Shalane   (USA)
Flandin, Hervé   (FRA)
Flat Iron,    (CAN)
Flatow, Alfred   (GER)
Flatow, Gustav   (GER)
Flavio , Conceição   (BRA)
Fleischer, Tilly   (GER)
Fleming, John   (GBR)
Fleming, Peggy   (USA)
Fleming, Philip   (GBR)
Fleming, Valerie   (USA)
Fleming, Vern   (USA)
Flemming, Thomas   (GDR)
Flesch, Fritz   (AUT)
Flessel, Laura   (FRA)
Flessl, Viktor   (AUT)
Fletcher, Caroline   (USA)
Fletcher, Jennie   (GBR)
Fletcher, Mylie   (CAN)
Fletcher, Robin   (GBR)
Fletcher, Rosamund   (GBR)
Fletcher, Rosey   (USA)
Flett, Jack   (CAN)
Fleurix, Georges   (BEL)
Fleury, Theo   (CAN)
Fleury-Vachon, Catherine   (FRA)
Flinsch, Walter   (GER)
Flintoff-King, Debbie   (AUS)
Float, Jeffrey   (USA)
Flöckner, Hartmut   (GDR)
Flodqvist, Thord   (SWE)
Flodström, Göran   (SWE)
Flöjt, Henrik   (FIN)
Flood, Aaron   (USA)
Flood, Debbie   (GBR)
Florea, Razvan   (ROM)
Florea, Rodica   (ROM)
Florence, David   (GBR)
Florent, Guillaume   (FRA)
Florian, Theodor   (ROM)
Florijn, Ronald   (NED)
Florman, Marianne   (DEN)
Florschütz, André   (GER)
Flosadottir, Vala   (ISL)
Floth, Horst   (FRG)
Flowers, Tairia   (USA)
Flowers, Vonetta   (USA)
Fluckinger, Georg   (AUT)
Flute, Sebastien   (FRA)
Flynn, Edward   (USA)
Flynn, James   (USA)
Flynn, Patrick   (USA)
Fock, Bror   (SWE)
Fodor, Rajmund   (HUN)
Fodor, Zoltan   (HUN)
Foerstendorf, Heinz   (GER)
Foerster, Paul   (USA)
Fogarty, Lyndsie   (AUS)
Fogh, Hans   (CAN)
Foik, Marian   (POL)
Foirest, Laurent   (FRA)
Fokichev, Sergey   (URS)
Fokin, Anton   (UZB)
Fokin, Sergey   (URS)
Fokke, Annemieke   (NED)
Folcker, Carl Wilhelm   (SWE)
Földeák, Jean   (GER)
Földes, Dezsõ   (HUN)
Földes, Éva   (HUN)
Földessy, Ödön   (HUN)
Földessy-Marosi, Paula   (HUN)
Földi, Imre   (HUN)
Foley, Hugh   (USA)
Fölker, Alexandru   (ROM)
Follas, Selina   (AUS)
Follis, Arianna   (ITA)
Foltán, László   (HUN)
Foltová, Vlasta   (CZE)
Fomenko, Mikhail   (URS)
Foni, Alfredo   (ITA)
Fonoimoana, Eric   (USA)
Fonst, Ramón   (CUB)
Fontana, Arianna   (ITA)
Fontana, Ivano   (ITA)
Fontanella, Emilio   (ITA)
Fonteyne, Karen   (CAN)
Foote, Adam   (CAN)
Forberger, Frank   (GDR)
Forbes, David   (AUS)
Forbes, James   (USA)
Forbes, John   (AUS)
Forcella, Enrico   (VEN)
Ford, Alan   (USA)
Ford, Atina   (CAN)
Ford, Bruce   (CAN)
Ford, Gib   (USA)
Ford, Michelle   (AUS)
Ford, Phil   (USA)
Forder, Annemarie   (AUS)
Foreman, George   (USA)
Forestier, Jacques   (FRA)
Forgeron, Mike   (CAN)
Forgues, Wilfrid   (FRA)
Forhan, Robert   (CAN)
Forkel, Karen   (GER)
Formaciari, Angelo   (ITA)
Formenti, Ernesto   (ITA)
Formiga,    (BRA)
Formo, Ivar   (NOR)
Forney, Alan   (USA)
Fornoni, Giacomo   (ITA)
Forrester, William   (USA)
Forsberg, Magdalena   (SWE)
Forsberg, Peter   (SWE)
Forshaw, Joe   (USA)
Forssell, Carl   (SWE)
Forssman, Sven   (SWE)
Forsström, Eino   (FIN)
Förster, Kerstin   (GDR)
Förster, Olaf   (GDR)
Forsyth, Charles   (GBR)
Forsythe, Timothy   (AUS)
Fort, Jaume   (ESP)
Fortenberry, Joe   (USA)
Fortgens, Gerardus   (NED)
Fortuna, Wojciech   (POL)
Fortune, Frederick   (USA)
Fortune, Scott   (USA)
Fosbury, Dick   (USA)
Foss, Frank   (USA)
Foster, Brendan   (GBR)
Foster, Diane   (CAN)
Foster, Glen   (USA)
Foster, Greg   (USA)
Foster, James   (GBR)
Foster, Margot   (AUS)
Foster, Peter   (AUS)
Foster, Timothy   (GBR)
Foster, William   (GBR)
Foth, Robert   (USA)
Fóti, Samu   (HUN)
Foucek, Ladislav   (CZE)
Fouconnier, Jean   (FRA)
Foucras, Sebastien   (FRA)
Foudy, Julie   (USA)
Fouhy, Ben   (NZL)
Foulds-Paul, June   (GBR)
Foulkes, Charles   (GBR)
Foulon, Emmanuel   (BEL)
Fountain, Hyleas   (USA)
Four, Paul   (FRA)
Fourcade, Marceau   (FRA)
Fournier, Amédée   (FRA)
Fournier-Sarloveze, Robert   (FRA)
Fout, Nina   (USA)
Fowler, Bryan   (GBR)
Fowler, Calvin   (USA)
Fowler, Dexter   (USA)
Fowler, Harold   (GBR)
Fowler, Robert   (SAF)
Fowles, Sylvia   (USA)
Fox, Arthur   (USA)
Fox, Catherine   (USA)
Fox, David   (USA)
Fox, Francine   (USA)
Fox, Jim   (GBR)
Fox, Joanne   (AUS)
Fox, Ruby   (USA)
Fox-Jerusalmi, Myriam   (FRA)
Fox-Pitt, William   (GBR)
Fraatz, Jochen   (FRG)
Fraga, Kely   (BRA)
Fragoudis, Ioannis   (GRE)
Frana, Javier   (ARG)
Franceschina, Nicola   (ITA)
Francetic, Igor   (CRO)
Francia, Mirka   (CUB)
Francia, Susan   (USA)
Francis, Ranganandhan   (IND)
Franck, Allan   (FIN)
Franck, Daniel   (NOR)
François, Louis   (FRA)
François, Roger   (FRA)
Frändesjö, Martin   (SWE)
Frandl, Putzi   (AUT)
Frandsen, Aage   (DEN)
Frandsen, Rasmus   (DEN)
Frandsen, Scott   (CAN)
Franek, Ján   (CZE)
Frangilli, Michele   (ITA)
Franjkovic, Tomislav   (YUG)
Frank, Antje   (GER)
Frank, Daniel   (USA)
Frank, Gert   (DEN)
Frank, Jacqueline   (USA)
Frank, Tobias   (FRG)
Frank, William   (USA)
Franke, Egon   (POL)
Franklin, Bernard   (GBR)
Franklin, Ryan   (USA)
Franko, Jure   (YUG)
Frankovic, Tihomir   (CRO)
Frankovic, Valner   (CRO)
Franks, Harold   (GBR)
Frantzen, Jørgen   (DEN)
Frantzen, Odd   (NOR)
Franzén, Mathias   (SWE)
Franzkowiak, Erwin   (GER)
Fras, Damjan   (SLO)
Fraser, Dawn   (AUS)
Fraser, Gretchen   (USA)
Fraser, Harold   (USA)
Fraser, Hew   (GBR)
Fraser, John   (CAN)
Fraser, Shelly-Ann   (JAM)
Fraser, Steven   (USA)
Fraser, Susan   (GBR)
Fraser, Suzie   (AUS)
Fraser, Wendy   (GBR)
Fräßdorf, Otto   (GDR)
Frassinelli, Adriano   (ITA)
Frater, Michael   (JAM)
Fratianne, Linda   (USA)
Fratiça, Mircea   (ROM)
Fraysse, Eugène   (FRA)
Frazier, Edwin   (USA)
Frazier, Herman   (USA)
Frazier, Joe   (USA)
Freake, Frederick   (GBR)
Frébourg, Marcel   (FRA)
Fréchette, Sylvie   (CAN)
Fredborg, Niels   (DEN)
Frederick, Francis   (USA)
Frederick, Karl   (USA)
Frederick, Manuel   (IND)
Fredericks, Clayton   (AUS)
Fredericks, Frankie   (NAM)
Fredericks, Lucinda   (AUS)
Fredericson, Peder   (SWE)
Frederiksen, Holger   (DEN)
Frederiksson, Erik   (SWE)
Frediani, L   (ITA)
Fredrickson, Frank   (CAN)
Fredriksen, Yngvar   (NOR)
Fredriksson, Gert   (SWE)
Fredriksson, Mathias   (SWE)
Fredriksson, Thobias   (SWE)
Free, Duncan   (AUS)
Freed, Amanda   (USA)
Freeman, Cathy   (AUS)
Freeman, Harry   (GBR)
Freeman, Kevin   (USA)
Freeman, Mavis   (USA)
Freeman, Michelle   (JAM)
Freeman, Muriel   (GBR)
Freeman, Noel   (AUS)
Freeman, Ron   (USA)
Fregosi, Carlo   (ITA)
Frei, Karl   (SUI)
Frei, Tanja   (SUI)
Freiberger, Marcus   (USA)
Freiermuth, Rico   (SUI)
Freigang, Stephan   (GER)
Freij, Gustav   (SWE)
Freimut, Maciej   (POL)
Freimuth, Jörg   (GDR)
Freire, Marcus Vinicius Simòes   (BRA)
Freise, Dieter   (FRG)
Freisinger, Leo   (USA)
Freitag, John   (USA)
Freitag, Meike   (GER)
Freitas, Clinio   (BRA)
Freixa, Santiago   (ESP)
French, Michelle   (USA)
Frenkel, Peter   (GDR)
Frenkeva, Antoaneta   (BUL)
Frenzel, Henning   (GDR)
Freschi, Pietro   (ITA)
Freund, Roland   (FRG)
Frey, Julius   (GER)
Frey, Konrad   (GER)
Frey, Oszkár   (HUN)
Freyberg, Werner   (GER)
Freyer, Sigismund   (GER)
Frgic, Ivan   (YUG)
Friberg, Sven   (SWE)
Friborg, Erik   (SWE)
Fricioiu, Maria   (ROM)
Fricke, Siegfried   (FRG)
Fridell, Knut   (SWE)
Fridfinnson, Chris   (CAN)
Fridman, Gal   (ISR)
Fridriksson, Bjarni   (ISL)
Fried, Volker   (FRG)
Fried-Bánfalvi, Klára   (HUN)
Friede, Oscar   (USA)
Frieden, Tanja   (SUI)
Friedrich, Heike   (GDR)
Friedrich, Jörg   (GDR)
Friedrich, Leopold   (AUT)
Friedrich, Tadeusz   (POL)
Friedrichs, George   (USA)
Friele, Johan   (NOR)
Friend, Hugo   (USA)
Friesinger, Anna   (GER)
Frigerio, Ugo   (ITA)
Friis, Lotte   (DEN)
Friman, Jaako   (FIN)
Friman, Oskari   (FIN)
Frintu, Rodica   (ROM)
Frischknecht, Thomas   (SUI)
Fritsch, Paul   (FRA)
Fritz, Henning   (GER)
Frizzel, Mary   (CAN)
Frizzel, Mildred   (CAN)
Frodeno, Jan   (GER)
Fröhlich, Gottlieb   (SUI)
Fröhlich, Silvia   (GDR)
Froitzheim, Otto   (GER)
Frölander, Lars   (SWE)
Frölén, Folke   (SWE)
Frölian, Isolde   (GER)
Frolov, Vladislav   (RUS)
Frolov, Yevgeny   (URS)
Frolova, Inna   (URS)
Frolova, Lyudmila   (URS)
Frolova, Nina   (URS)
From, Henry   (DEN)
Fromanack, Martin   (USA)
Fromm, Fritz   (GER)
Frommater, Uta   (FRG)
Frommelt, Paul   (LIE)
Frommelt, Willy   (LIE)
Frøseth, Hege   (NOR)
Frossi, Annibale   (ITA)
Frossine, Alexei   (RUS)
Frost, Dan   (DEN)
Frost, Frank   (USA)
Frost, Ken   (DEN)
Fruelund, Katrine   (DEN)
Frühmann, Thomas   (AUT)
Frustol, Tone Gunn   (NOR)
Fry, Harry   (CAN)
